web-scraper-order,web-scraper-start-url,Links,Links-href,Adress,Pages,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/mån,Driftskostnad/år
"1693179924-1810","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3485451%2C18.0348454&amp;size=640x350&amp;zoom=14&amp;signature=QAhcd4gmmI4ob2lRqkdMFGB5rks=""/>Såld 2023-03-21<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/f6/f5/f6f5eaac45e5c40768e6e73eee8c6eab.png""/>JoeMaatoukHagaesplanaden 63LägenhetVasastan / Hagastaden, Stockholms kommun<img alt=""Bronze Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/92/81/928197a54d2a44c4fbdfac556ccee480.png""/>75,5 m²3 rum5 048 kr/månBalkongHissSlutpris 7 550 000 kr+3 %100 000 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-hagastaden-stockholms-kommun-hagaesplanaden-63-5102960780836736269","Slutpris
  Hagaesplanaden 63","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=14","21 mars 2023","7 550 000 kr","7 350 000 kr","Lägenhet","Bostadsrätt","3 rum","75,5 m²","Ja","4, hiss finns","2022","5 048 kr/mån","12 948 kr/år"
"1693179937-1811","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34686621118448%2C18.058751640442626&amp;size=640x350&amp;zoom=14&amp;signature=5DlZvcGXSqdxTnM0kpXelsJPylE=""/>Såld 2023-03-21Roslagsgatan 19BLägenhetVasastan, Stockholms kommun<img alt=""Nestor Fastighetsmäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/1a/c9/1ac955cdb68c0a7310c2edce458ced05.png""/>31 m²1 rum909 kr/månSlutpris 3 850 000 kr+28 %124 194 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-roslagsgatan-19b-5368528145074848868","Slutpris
  Roslagsgatan 19B","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=14","21 mars 2023","3 850 000 kr","3 000 000 kr","Lägenhet","Bostadsrätt","1 rum","31 m²","","","1904","909 kr/mån",""
"1693179952-1812","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3397331%2C18.05288&amp;size=640x350&amp;zoom=14&amp;signature=SfV1l8aNkL3YeMha88HkCkcmdwI=""/>Såld 2023-03-21Teknologgatan 9ALägenhetVasastan, Stockholms kommun<img alt=""Lannhill Strömberg Fastighetsmäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/af/2c/af2c78c613a67e29f72afd641797a2a5.jpg""/>93 m²4 rum5 109 kr/månBalkongHissSlutpris 14 500 000 kr+4 %155 914 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-vasastan-stockholms-kommun-teknologgatan-9a-6437531309290090417","Slutpris
  Teknologgatan 9A","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=14","21 mars 2023","14 500 000 kr","13 995 000 kr","Lägenhet","Bostadsrätt","4 rum","93 m²","Ja","4 av 4, hiss finns","1881","5 109 kr/mån","24 000 kr/år"
"1693179961-1813","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34091942255068%2C18.0394636501686&amp;size=640x350&amp;zoom=14&amp;signature=NFV_aIUIvolZrIUEbe-GVU_6xp8=""/>Såld 2023-03-21Gästrikegatan 7A, 2 tr ögLägenhetVasastan, Stockholms kommun<img alt=""Nestor Fastighetsmäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/1a/c9/1ac955cdb68c0a7310c2edce458ced05.png""/>48 m²2 rum2 928 kr/månBalkongSlutpris 6 040 000 kr+14 %125 833 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-gastrikegatan-7a,-2-tr-og-7060049996576792515","Slutpris
  Gästrikegatan 7A, 2 tr ög","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=14","21 mars 2023","6 040 000 kr","5 295 000 kr","Lägenhet","Bostadsrätt","2 rum","48 m²","Ja","2 av 3","1912","2 928 kr/mån",""
"1693179969-1814","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3448393383%2C18.0432733663&amp;size=640x350&amp;zoom=14&amp;signature=FQnapOKKDFnUYe_gKMSg6Lf-Cnw=""/>Såld 2023-03-21Dalagatan 76A, 2tr, ögLägenhetVasastan - Odenplan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>32 m²1 rum2 359 kr/månBalkongSlutpris 3 865 000 kr+11 %120 781 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-odenplan-stockholms-kommun-dalagatan-76a,-2tr,-og-7901688210253823332","Slutpris
  Dalagatan 76A, 2tr, ög","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=14","21 mars 2023","3 865 000 kr","3 495 000 kr","Lägenhet","Andel i bostadsförening","1 rum","32 m²","Ja","2, hiss finns ej","1904","2 359 kr/mån",""
"1693179978-1815","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3452753363%2C18.0355596396&amp;size=640x350&amp;zoom=14&amp;signature=H74dGXJtosmf6i7g55btt30b95g=""/>Såld 2023-03-21Torbjörn Klockares Gata 21, 4tr.LägenhetVasastan - Röda Bergen, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>32 m²1 rum1 067 kr/månSlutpris 3 495 000 kr±0 %109 219 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-roda-bergen-stockholms-kommun-torbjorn-klockares-gata-21,-4tr,-634366406555681885","Slutpris
  Torbjörn Klockares Gata 21, 4tr.","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=14","21 mars 2023","3 495 000 kr","3 495 000 kr","Lägenhet","Bostadsrätt","1 rum","32 m²","Nej","4 av 4, hiss finns ej","1925","1 067 kr/mån",""
"1693179986-1816","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.341038%2C18.028624&amp;size=640x350&amp;zoom=14&amp;signature=2l3Slk1Uds-zOtJJ4y0uKs7y6A8=""/>Såld 2023-03-21Rörstrandsgatan 38 ALägenhetVasastan - Birkastan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>34 m²2 rum2 143 kr/månUteplatsSlutpris 4 000 000 kr+5 %117 647 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-birkastan-stockholms-kommun-rorstrandsgatan-38-a-8295847630102869836","Slutpris
  Rörstrandsgatan 38 A","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=14","21 mars 2023","4 000 000 kr","3 795 000 kr","Lägenhet","Andel i bostadsförening","2 rum","34 m²","","","1906","2 143 kr/mån",""
"1693179995-1817","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3478279%2C18.0351048&amp;size=640x350&amp;zoom=14&amp;signature=EjsLSPbsf5UqeLSqrG7TR3STMss=""/>Såld 2023-03-22<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/f6/f5/f6f5eaac45e5c40768e6e73eee8c6eab.png""/>JoeMaatoukNina einhorns gata 10LägenhetVasastan / Hagastaden, Stockholms kommun<img alt=""Bronze Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/92/81/928197a54d2a44c4fbdfac556ccee480.png""/>48 m²2 rum3 091 kr/månBalkongHissSlutpris 4 800 000 kr-3 %100 000 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-hagastaden-stockholms-kommun-nina-einhorns-gata-10-2024488875013747220","Slutpris
  Nina einhorns gata 10","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=14","22 mars 2023","4 800 000 kr","4 950 000 kr","Lägenhet","Bostadsrätt","2 rum","48 m²","Ja","","2018","3 091 kr/mån","8 448 kr/år"
"1693180010-1818","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34230787391309%2C18.041962787618846&amp;size=640x350&amp;zoom=14&amp;signature=HbORG0NdXthTZB7TKeL0z0nGNQw=""/>Såld 2023-03-22<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/f0/cf/f0cf86d3a4dd8dc45d6684edc06ab6fd.jpg""/>CarolineHanellKarlbergsvägen 25BLägenhetVasastan, Stockholms kommun<img alt=""SJÖMAN\FRISK"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/99/2f/992f7e0d32a89358704ddc282bd0c468.png""/>61 m²2 rum2 369 kr/månBalkongSlutpris 7 340 000 kr+11 %120 328 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-karlbergsvagen-25b-3024833788560633454","Slutpris
  Karlbergsvägen 25B","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=14","22 mars 2023","7 340 000 kr","6 600 000 kr","Lägenhet","Bostadsrätt","2 rum","61 m²","Ja","3 av 4","1895","2 369 kr/mån","8 800 kr/år"
"1693180019-1819","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34795%2C18.05987&amp;size=640x350&amp;zoom=14&amp;signature=OeF1eoTAhg_PDhmBXvFbYKSR1VQ=""/>Såld 2023-03-22Frejgatan 17LägenhetVasastan, Stockholms kommun<img alt=""Erik Olsson Fastighetsförmedling"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/6f/47/6f472408571111fc3d41d0dff42955b9.png""/>37,2 m²2 rum1 888 kr/månSlutpris 4 350 000 kr+18 %116 935 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-frejgatan-17-5455030719491575354","Slutpris
  Frejgatan 17","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=14","22 mars 2023","4 350 000 kr","3 695 000 kr","Lägenhet","Andel i bostadsförening","2 rum","37,2 m²","Nej","2 av 5, hiss finns ej","1884","1 888 kr/mån","8 112 kr/år"
"1693180028-1820","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3439636%2C18.0419712&amp;size=640x350&amp;zoom=14&amp;signature=cvoTzgjTkc3Th4e3ZFkT63UAWq8=""/>Såld 2023-03-22<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/c6/e0/c6e0c218c0b2d760c643e0e9a3b30d7d.jpg""/>ErinKirukHälsingegatan 8A, 1trLägenhetVasastan - Odenplan, Stockholms kommun<img alt=""Länsförsäkringar Fastighetsförmedling Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png""/>59 m²3 rum2 220 kr/månBalkongSlutpris 6 550 000 kr-3 %111 017 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-odenplan-stockholms-kommun-halsingegatan-8a,-1tr-5482001585819165387","Slutpris
  Hälsingegatan 8A, 1tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=14","22 mars 2023","6 550 000 kr","6 750 000 kr","Lägenhet","Bostadsrätt","3 rum","59 m²","Ja","1 av 3, hiss finns ej","1906","2 220 kr/mån","10 800 kr/år"
"1693180036-1821","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.346405466073385%2C18.057707272647956&amp;size=640x350&amp;zoom=14&amp;signature=xiujCPhuAdqYSl8kSa4-48EMqCE=""/>Såld 2023-03-22<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/ee/ed/eeed2df3a8e2a48d9da6300a06a2f833.jpg""/>DanielLevinTulegatan 45, 3 trLägenhetVasastan, Stockholms kommun<img alt=""Behrer &amp; Partners"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/52/48/5248c2bdfed370e7e6ac0dd9ee223cff.png""/>90 m²4 rum1 295 kr/månBalkongHissSlutpris 8 825 000 kr+1 %98 056 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-vasastan-stockholms-kommun-tulegatan-45,-3-tr-7218884161991168626","Slutpris
  Tulegatan 45, 3 tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=14","22 mars 2023","8 825 000 kr","8 750 000 kr","Lägenhet","Bostadsrätt","4 rum","90 m²","Ja","3 av 8, hiss finns","1967","1 295 kr/mån",""
