web-scraper-order,web-scraper-start-url,Links,Links-href,Adress,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/månad,Driftskostnad/år,Pages
"1693425475-628","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3439367252%2C18.0388631079&amp;size=640x350&amp;zoom=14&amp;signature=GqcBOZaOk8KFSp1zL0EZcI6cfpU=""/>Såld 2023-05-29Sankt Eriksgatan 101, 2tr mot gårdLägenhetStockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>19 m²1 rum1 058 kr/månHissSlutpris 2 600 000 kr+4 %136 842 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastaden-stockholms-kommun-sankt-eriksgatan-101,-2tr-mot-gard-312236015397038684","Slutpris
  Sankt Eriksgatan 101, 2tr mot gård","29 maj 2023","2 600 000 kr","2 495 000 kr","Lägenhet","Bostadsrätt","1 rum","19 m²","","2, hiss finns","1926","1 058 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=3"
"1693425483-629","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3300323%2C18.0471172&amp;size=640x350&amp;zoom=14&amp;signature=_o_Ajtqqrtc1DK9qiVjr1PW5c98=""/>Såld 2023-05-30Kungsklippan 11LägenhetKungsholmen, Stockholms kommun<img alt=""Erik Olsson Fastighetsförmedling"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/6f/47/6f472408571111fc3d41d0dff42955b9.png""/>23 m²1 rum2 184 kr/månHissSlutpris 2 370 000 kr-1 %103 043 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-kungsklippan-11-2106254718310793627","Slutpris
  Kungsklippan 11","30 maj 2023","2 370 000 kr","2 395 000 kr","Lägenhet","Bostadsrätt","1 rum","23 m²","Nej","1 av 6, hiss finns","1938","2 184 kr/mån","5 880 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=3"
"1693425491-630","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33617729515617%2C18.089011334242855&amp;size=640x350&amp;zoom=14&amp;signature=nuRPlcEbAbyJjbkGzZ2w-l_taQE=""/>Såld 2023-05-31Gumshornsgatan 5LägenhetÖstermalm, Stockholms kommun<img alt=""Properties &amp; Partners Stockholm"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/4d/b7/4db7d8b27d08271491130d1b8eb39263.jpg""/>22 m²1 rum1 687 kr/månBalkongHissSlutpris 2 995 000 kr±0 %136 136 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-gumshornsgatan-5-914168452869404777","Slutpris
  Gumshornsgatan 5","31 maj 2023","2 995 000 kr","2 995 000 kr","Lägenhet","Bostadsrätt","1 rum","22 m²","Ja","4 av 5, hiss finns","1930","1 687 kr/mån","4 800 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=3"
"1693425499-631","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3331894266%2C18.0154206195&amp;size=640x350&amp;zoom=14&amp;signature=LIK7R1JMIBpAxKNhJ3kllhE5Fj4=""/>Såld 2023-05-31Gyllenborgsgatan 22LägenhetThorildsplan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Kungsholmen"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>21,5 m²1 rum1 623 kr/månSlutpris 2 500 000 kr+17 %116 279 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-thorildsplan-stockholms-kommun-gyllenborgsgatan-22-3234279041705986676","Slutpris
  Gyllenborgsgatan 22","31 maj 2023","2 500 000 kr","2 145 000 kr","Lägenhet","Bostadsrätt","1 rum","21,5 m²","","1 av 4, hiss finns ej","1926","1 623 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=3"
"1693425507-632","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.330013%2C18.027323&amp;size=640x350&amp;zoom=14&amp;signature=wpE7ojVv3xnej1AjHyJEehCjWZ4=""/>Såld 2023-05-31Pontonjärgatan 49LägenhetKungsholmen, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Kungsholmen"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>26 m²1 rum938 kr/månHissSlutpris 2 700 000 kr+8 %103 846 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-pontonjargatan-49-9108490893395317768","Slutpris
  Pontonjärgatan 49","31 maj 2023","2 700 000 kr","2 495 000 kr","Lägenhet","Bostadsrätt","1 rum","26 m²","","4, hiss finns","","938 kr/mån","3 000 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=3"
"1693425515-633","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.347248%2C18.05178&amp;size=640x350&amp;zoom=14&amp;signature=S_E4WYDWQF7M-Yo2kVeoMnk8chU=""/>Såld 2023-06-01Sveavägen 121B  LägenhetVasastan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>33 m²1 rum1 545 kr/månSlutpris 3 625 000 kr+4 %109 848 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-sveavagen-121b-5492149579503899648","Slutpris
  Sveavägen 121B","1 juni 2023","3 625 000 kr","3 495 000 kr","Lägenhet","Bostadsrätt","1 rum","33 m²","","0,5, hiss finns ej","1929","1 545 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=3"
"1693425523-634","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3338%2C18.0319328&amp;size=640x350&amp;zoom=14&amp;signature=QxpR1K0fkdzQIib4CLJfZAbgZvA=""/>Såld 2023-06-01Sankt eriksgatan 39, 2 TrLägenhetKungsholmen, Stockholms kommun<img alt=""Alicia Edelman Fastighetsmäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/8c/23/8c239b600e72beaa3a82d1778b7217cf.png""/>27 m²1 rum790 kr/månBalkongHissSlutpris 3 100 000 kr+15 %114 815 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-sankt-eriksgatan-39,-2-tr-1955390291585855876","Slutpris
  Sankt eriksgatan 39, 2 Tr","1 juni 2023","3 100 000 kr","2 695 000 kr","Lägenhet","Bostadsrätt","1 rum","27 m²","Ja","2 av 6, hiss finns","1937","790 kr/mån","4 000 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=3"
"1693425531-635","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3451665358%2C18.0548252401&amp;size=640x350&amp;zoom=14&amp;signature=gvqq8nF_NelU-PxWHDyaiot82sQ=""/>Såld 2023-06-03Sveavägen 122, 6trLägenhetVasastan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>22 m²1 rum1 120 kr/månHissSlutpris 2 525 000 kr+1 %114 773 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-sveavagen-122,-6tr-6941017340279007583","Slutpris
  Sveavägen 122, 6tr","3 juni 2023","2 525 000 kr","2 495 000 kr","Lägenhet","Bostadsrätt","1 rum","22 m²","Nej","6 av 6, hiss finns","1932","1 120 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=3"
"1693425539-636","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3380237%2C18.0144012&amp;size=640x350&amp;zoom=14&amp;signature=NlPRx2bCxH-IcPuTaKLjhFCq_Ho=""/>Såld 2023-06-06Sankt Göransgatan 153LägenhetKungsholmen / Stadshagen, Stockholms kommun<img alt=""Mäklarhuset Stockholm Innerstan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/76/e4/76e440e6e695b34768db8a49672d14b7.png""/>24,5 m²1 rum1 282 kr/månHissSlutpris 2 370 000 kr+2 %96 735 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stadshagen-stockholms-kommun-sankt-goransgatan-153-4157423002194008948","Slutpris
  Sankt Göransgatan 153","6 juni 2023","2 370 000 kr","2 325 000 kr","Lägenhet","Bostadsrätt","1 rum","24,5 m²","","9 av 10, hiss finns","1950","1 282 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=3"
"1693425547-637","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","<img alt=""Garvar Lundins gränd 9, Kungsholmen, Stockholms kommun"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" src=""https://bilder.hemnet.se/images/itemgallery_cut/9f/19/9f191d3d5877e559ac304f2a9fe78fcf.jpg""/>Såld 2023-06-06<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/f4/f7/f4f73f3a13829ce01ca846eac5c525e4.jpg""/>EmmaSkogsmarkGarvar Lundins gränd 9LägenhetKungsholmen, Stockholms kommun<img alt=""Svensk Fastighetsförmedling Sthlm Kungsholmen"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/73/80/7380eae8e412bea23a30d7cdd416f750.png""/>48 m²1 rum2 999 kr/månHissSlutpris 4 400 000 kr+10 %91 667 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-garvar-lundins-grand-9-5732274978924729076","Slutpris
  Garvar Lundins gränd 9","6 juni 2023","4 400 000 kr","3 995 000 kr","Lägenhet","Bostadsrätt","1 rum","48 m²","","1 av 5, hiss finns","1928","2 999 kr/mån","2 976 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=3"
"1693425555-638","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","<img alt=""Fleminggatan 58, 2tr, Kungsholmen, Stockholms kommun"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" src=""https://bilder.hemnet.se/images/itemgallery_cut/00/81/00814f993797357f3b19d75604dff33f.jpg""/>Såld 2023-06-06<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/f4/f7/f4f73f3a13829ce01ca846eac5c525e4.jpg""/>EmmaSkogsmarkFleminggatan 58, 2trLägenhetKungsholmen, Stockholms kommun<img alt=""Svensk Fastighetsförmedling Sthlm Kungsholmen"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/73/80/7380eae8e412bea23a30d7cdd416f750.png""/>24 m²1 rum1 407 kr/månBalkongHissSlutpris 3 150 000 kr+5 %131 250 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-fleminggatan-58,-2tr-8044139206167564619","Slutpris
  Fleminggatan 58, 2tr","6 juni 2023","3 150 000 kr","2 995 000 kr","Lägenhet","Bostadsrätt","1 rum","24 m²","Ja","2 av 4, hiss finns","1890","1 407 kr/mån","2 004 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=3"
"1693425563-639","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","<img alt=""Roslagsgatan 62, Vasastan, Stockholms kommun"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" src=""https://bilder.hemnet.se/images/itemgallery_cut/1d/df/1ddfe2b38b36e4482976262a5785ff87.jpg""/>Såld 2023-06-06Roslagsgatan 62LägenhetVasastan, Stockholms kommun<img alt=""Alicia Edelman Fastighetsmäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/8c/23/8c239b600e72beaa3a82d1778b7217cf.png""/>26,5 m²1 rum1 196 kr/månHissSlutpris 3 610 000 kr+21 %136 226 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-roslagsgatan-62-8680762235716216616","Slutpris
  Roslagsgatan 62","6 juni 2023","3 610 000 kr","2 995 000 kr","Lägenhet","Bostadsrätt","1 rum","26,5 m²","Nej","3 av 5, hiss finns","1907","1 196 kr/mån","6 500 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=3"
